unique_id,cnn_intrsctn_pkey,intrsctn_grp,intrsctn_type,case_id_pkey,accident_year,collision_date,collision_time,time_cat,day_of_week,special_cond,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,truck_accident,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,primary_ramp,secondary_ramp,party_number_ckey,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,dir_of_travel,party_safety_equip_1,party_safety_equip_2,sp_info_1,sp_info_2,sp_info_3,oaf_violation_code,oaf_viol_cat,oaf_viol_section,oaf_violation_suffix,oaf_1,oaf_2,party_number_killed,party_number_injured,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,inattention,mv_involved,col_comb,dph_col_type,dph_col_grp
7242,24209000,0,INTERSECTIONS,2625370,2006,20060217,2127,D,5,0,HARRISON ST,9TH ST,201,W,N,C,-,,,,N,2,0,1,2,A,11,F,G,B,D,B,H,-,C,A,,Y,N,60,1,0,0,0,1,-,-,1,2,Y,M,48,D,-,S,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
7243,24209000,0,INTERSECTIONS,6072932,2012,20121115,1336,,4,0,9TH ST,HARRISON ST,0,,Y,B,-,,,,N,3,0,1,2,A,21,N,H,B,B,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,1,1,Y,M,56,A,-,N,M,E,-,3,-,-,-,,,-,-,0,0,G,2000,GMC,-,,,1 2,E,BB
7244,24209000,0,INTERSECTIONS,4062908,2009,20090124,2140,D,6,0,HARRISON,9TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,62,A,-,W,L,G,-,-,-,-,-,,,-,-,0,0,D,1993,TOYOTA,-,,,1 2,E,BB
7245,24209000,0,INTERSECTIONS,4062908,2009,20090124,2140,D,6,0,HARRISON,9TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,28,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
7246,24209000,0,INTERSECTIONS,6068227,2012,20120919,1833,,3,0,HARRISON ST,9TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,8,0,0,1,0,1,-,-,1,1,Y,M,43,A,-,W,M,G,-,3,-,,31,22100,B,A,-,0,0,E,1996,FORD,A,,,1 2,E,BB
7247,24209000,0,INTERSECTIONS,2339040,2005,20050924,1750,C,6,0,9TH ST,HARRISON ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,B,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,38,A,-,W,M,G,-,-,-,-,-,,,-,-,0,0,B,1997,NISSAN,-,,,1 2,E,BB
7248,24209000,0,INTERSECTIONS,2339040,2005,20050924,1750,C,6,0,9TH ST,HARRISON ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,B,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,27,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
7249,24209000,0,INTERSECTIONS,2106250,2005,20050613,1324,B,1,0,HARRISON ST,9TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,30,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7250,24209000,0,INTERSECTIONS,2395913,2005,20051121,2122,D,1,0,HARRISON ST,9TH ST,7,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,8,0,1,0,0,1,-,-,2,2,N,M,62,G,G,S,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
7251,24209000,0,INTERSECTIONS,2395913,2005,20051121,2122,D,1,0,HARRISON ST,9TH ST,7,E,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,A,8,0,1,0,0,1,-,-,1,1,Y,M,24,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,D,1991,DODGE,A,,,1 2,E,BB
7252,24210000,0,INTERSECTIONS,2566290,2006,20060124,1000,A,2,0,GORDON ST,HARRISON ST,96,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,,0,0,1,0,1,-,-,1,2,Y,M,69,G,G,E,-,-,-,-,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
7253,24210000,0,INTERSECTIONS,2566290,2006,20060124,1000,A,2,0,GORDON ST,HARRISON ST,96,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,,0,0,1,0,1,-,-,2,1,N,M,44,A,-,S,G,-,-,-,-,-,-,,,N,-,0,0,K,1995,FORD,D,,,1 2,E,BB
7254,24212000,0,INTERSECTIONS,4361709,2009,20090821,1339,B,5,0,9TH ST,SHERIDAN ST,5,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,76,H,H,-,-,-,-,3,-,-,-,,,N,-,0,1,L,,-,N,,,1 2,E,BB
7255,24212000,0,INTERSECTIONS,4361709,2009,20090821,1339,B,5,0,9TH ST,SHERIDAN ST,5,N,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,2,1,N,M,59,H,H,N,P,-,-,3,-,-,-,,,-,-,0,0,B,2002,HONDA,-,,,1 2,E,BB
7256,24215000,0,INTERSECTIONS,2705425,2006,20060604,1109,B,7,0,ALAMEDA ST,BRYANT ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,D,,,I,11,0,1,0,0,1,-,-,1,1,Y,F,27,A,-,E,M,G,-,3,-,-,-,,,-,-,0,0,E,2006,FORD,I,,,1 2,E,BB
7257,24215000,0,INTERSECTIONS,2566365,2006,20060126,910,A,4,0,BRYANT ST,ALAMEDA ST,51,S,N,A,-,,,,N,3,0,1,2,A,21,N,C,C,E,A,H,-,A,D,,,-,-,0,1,0,0,1,-,-,2,2,N,F,48,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,O,,-,N,,,1 2,E,BB
7258,24215000,0,INTERSECTIONS,2705425,2006,20060604,1109,B,7,0,ALAMEDA ST,BRYANT ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,D,,,I,11,0,1,0,0,1,-,-,2,2,N,M,40,A,-,N,-,-,-,3,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
7259,24215000,0,INTERSECTIONS,2566365,2006,20060126,910,A,4,0,BRYANT ST,ALAMEDA ST,51,S,N,A,-,,,,N,3,0,1,2,A,21,N,C,C,E,A,H,-,A,D,,,-,-,0,1,0,0,1,-,-,1,1,Y,M,44,A,-,N,-,-,-,-,-,,53,22106,,A,E,0,0,B,2001,DODGE,-,,,1 2,E,BB
7260,24216000,0,INTERSECTIONS,3604668,2008,20080110,1348,B,4,0,BRYANT ST,13TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,F,44,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,E,1998,NISSAN,A,,,1 2,E,BB
7261,24216000,0,INTERSECTIONS,2343044,2005,20050831,2002,D,3,0,DIVISION ST,BRYANT ST,30,E,N,B,-,,,,Y,1,1,0,2,A,11,N,G,B,B,A,H,-,B,A,,,N,60,0,0,0,1,0,-,-,2,1,N,M,72,A,-,E,P,G,-,3,-,-,-,,,N,-,0,0,B,1986,TOYOTA,A,,,1 2,E,BB
7262,24216000,0,INTERSECTIONS,2343044,2005,20050831,2002,D,3,0,DIVISION ST,BRYANT ST,30,E,N,B,-,,,,Y,1,1,0,2,A,11,N,G,B,B,A,H,-,B,A,,,N,60,0,0,0,1,0,-,-,1,2,Y,-,998,G,G,-,-,-,-,3,-,-,-,,,N,-,1,0,L,,-,N,,,1 2,E,BB
7263,24216000,0,INTERSECTIONS,3604668,2008,20080110,1348,B,4,0,BRYANT ST,13TH ST,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,17,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
7264,24866000,0,INTERSECTIONS,6049382,2012,20121010,1205,,3,0,JESSIE ST,MINT LN,0,,Y,A,-,,,,N,4,0,1,2,A,21,N,G,B,D,A,H,-,A,D,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,48,A,-,W,-,-,-,3,-,-,-,,,F,-,0,0,G,2006,TOYOTA,A,-,,1 2,E,BB
7265,24866000,0,INTERSECTIONS,6049382,2012,20121010,1205,,3,0,JESSIE ST,MINT LN,0,,Y,A,-,,,,N,4,0,1,2,A,21,N,G,B,D,A,H,-,A,D,,,A,1,0,0,1,0,1,-,-,2,2,N,M,55,A,-,S,-,-,-,3,-,-,-,,,F,-,0,1,R,,-,N,-,,1 2,E,BB
7266,24870000,0,INTERSECTIONS,5740621,2011,20110520,1158,B,5,0,SANSOME ST,LOMBARD ST,6,N,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,41,A,-,E,M,G,-,-,-,-,-,,,F,-,0,0,E,2010,KIA,A,K,,1 2,E,BB
7267,24870000,0,INTERSECTIONS,5740621,2011,20110520,1158,B,5,0,SANSOME ST,LOMBARD ST,6,N,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,55,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
7268,24875000,0,INTERSECTIONS,4490746,2009,20091120,915,A,5,0,MONTGOMERY,CHESTNUT ST,100,S,N,B,-,,,,N,4,0,1,2,A,17,F,-,B,E,A,H,-,A,D,,,-,-,0,0,1,0,1,-,-,2,2,N,F,59,H,H,S,-,-,-,-,-,,35,21956,,A,-,0,1,B,,-,N,,,1 2,E,BB
7269,24875000,0,INTERSECTIONS,4490746,2009,20091120,915,A,5,0,MONTGOMERY,CHESTNUT ST,100,S,N,B,-,,,,N,4,0,1,2,A,17,F,-,B,E,A,H,-,A,D,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,998,-,-,N,-,-,-,-,-,-,-,,,-,-,0,0,B,1999,HONDA,-,,,1 2,E,BB
7270,24881000,0,INTERSECTIONS,4840547,2010,20100810,724,A,2,0,BAY ST,EMBARCADERO,1,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,1,1,Y,M,27,A,-,-,M,G,-,3,-,-,-,,,F,-,0,0,D,2006,FORD,-,-,,1 2,E,BB
7271,24881000,0,INTERSECTIONS,4840547,2010,20100810,724,A,2,0,BAY ST,EMBARCADERO,1,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,2,2,N,F,52,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7272,24881000,0,INTERSECTIONS,2008151,2005,20050402,1643,C,6,0,EMBARCADERO NORTH,BAY ST,11,N,N,A,-,,,,N,2,0,1,2,A,-,N,G,B,B,A,H,-,A,A,,,-,-,1,0,0,0,1,-,-,2,1,N,F,45,A,-,N,M,G,-,1,-,-,-,,,N,-,0,0,B,1999,CHEVROLET,-,,,1 2,E,BB
7273,24881000,0,INTERSECTIONS,4816421,2010,20100725,1658,C,7,0,BAY ST,EMBARCADERO SOUTH,18,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,17,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
7274,24881000,0,INTERSECTIONS,6068164,2012,20120918,1624,,2,0,THE EMBARCADERO,BAY ST,0,,Y,A,-,,,,Y,3,0,1,2,A,11,F,G,B,D,A,H,-,A,A,,Y,N,60,0,1,0,0,1,-,-,1,2,Y,M,48,A,-,W,-,-,-,3,-,-,-,,,J,-,0,1,R,,-,N,,,1 2,E,BB
7275,24881000,0,INTERSECTIONS,4876660,2010,20100907,1159,B,2,0,THE EMBARCADERO NORTH,BAY ST,313,S,N,B,-,,,,N,3,0,1,2,A,21,N,G,B,F,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,42,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,G,2011,FORD,A,,,1 2,E,BB
7276,24881000,0,INTERSECTIONS,2008151,2005,20050402,1643,C,6,0,EMBARCADERO NORTH,BAY ST,11,N,N,A,-,,,,N,2,0,1,2,A,-,N,G,B,B,A,H,-,A,A,,,-,-,1,0,0,0,1,-,-,1,2,N,F,25,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7277,24881000,0,INTERSECTIONS,6068164,2012,20120918,1624,,2,0,THE EMBARCADERO,BAY ST,0,,Y,A,-,,,,Y,3,0,1,2,A,11,F,G,B,D,A,H,-,A,A,,Y,N,60,0,1,0,0,1,-,-,2,1,N,F,998,D,-,S,-,-,-,3,-,-,-,,,-,-,0,0,B,1994,TOYOTA,A,,,1 2,E,BB
7278,24881000,0,INTERSECTIONS,4816421,2010,20100725,1658,C,7,0,BAY ST,EMBARCADERO SOUTH,18,W,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,M,69,A,-,W,M,G,-,-,-,,34,21950,C,A,-,0,0,E,1998,HONDA,-,,,1 2,E,BB
7279,24881000,0,INTERSECTIONS,4876660,2010,20100907,1159,B,2,0,THE EMBARCADERO NORTH,BAY ST,313,S,N,B,-,,,,N,3,0,1,2,A,21,N,G,B,F,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,2,2,N,M,63,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
7280,24883000,0,INTERSECTIONS,3873382,2008,20080911,1528,C,4,0,MISSION ST,MARY ST,50,E,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,1,1,N,M,59,A,-,W,M,G,-,3,-,,53,22106,,A,-,0,0,G,2007,FORD,A,,,1 2,E,BB
7281,24883000,0,INTERSECTIONS,3873382,2008,20080911,1528,C,4,0,MISSION ST,MARY ST,50,E,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,2,2,Y,F,87,-,,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
7282,24884000,0,INTERSECTIONS,2628443,2006,20060419,910,A,3,0,JESSE ALLEY,5TH ST,43,W,N,A,-,,,,N,1,1,0,2,A,11,N,G,B,E,A,H,-,A,A,,Y,N,60,0,0,0,1,0,-,-,2,1,N,F,59,A,-,E,M,P,-,-,-,-,-,,,N,-,0,0,L,,OTHER - BUS,I,,,1 2,E,BB
7283,24884000,0,INTERSECTIONS,2628443,2006,20060419,910,A,3,0,JESSE ALLEY,5TH ST,43,W,N,A,-,,,,N,1,1,0,2,A,11,N,G,B,E,A,H,-,A,A,,Y,N,60,0,0,0,1,0,-,-,1,2,Y,M,998,B,-,N,-,-,-,-,-,-,-,,,N,-,1,0,R,,-,N,,,1 2,E,BB
7284,24886000,0,INTERSECTIONS,4812012,2010,20100726,1225,B,1,0,MISSION ST,MINT ALY,0,,Y,A,-,,,,N,3,0,2,3,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,2,0,0,2,-,-,3,2,N,F,74,A,-,E,-,-,-,-,-,-,-,,,I,-,0,1,B,,-,N,,,1 2,E,BB
7285,24886000,0,INTERSECTIONS,5402837,2011,20111113,1218,B,7,0,MISSION ST,MINT ST,81,E,N,A,-,,,,Y,1,1,0,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,0,1,0,-,-,1,2,Y,M,71,G,G,N,-,-,-,3,-,-,-,,,N,-,1,0,-,,-,N,,,1 2,E,BB
7286,24886000,0,INTERSECTIONS,2566246,2006,20060109,1500,C,1,0,MISSION ST,MINT,0,,Y,A,-,,,,N,3,0,1,2,A,10,F,G,B,B,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,1,1,Y,M,998,G,G,S,-,-,-,3,-,,19,20001,A,A,-,0,0,D,,-,-,,,1 2,E,BB
7287,24886000,0,INTERSECTIONS,2733451,2006,20060720,1155,B,4,0,MINT ST,MISSION ST,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,M,52,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,E,1999,FORD,-,,,1 2,E,BB
7288,24886000,0,INTERSECTIONS,2566246,2006,20060109,1500,C,1,0,MISSION ST,MINT,0,,Y,A,-,,,,N,3,0,1,2,A,10,F,G,B,B,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,2,2,N,M,59,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7289,24886000,0,INTERSECTIONS,2733451,2006,20060720,1155,B,4,0,MINT ST,MISSION ST,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,49,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,L,,-,N,,,1 2,E,BB
7290,24886000,0,INTERSECTIONS,4635465,2010,20100223,750,A,2,0,MISSION ST,MINT ST,0,,Y,B,-,,,,N,2,0,1,2,-,-,N,G,B,D,A,-,-,A,D,,,-,- ,1,0,0,0,1,-,-,2,1,N,M,16,A,-,W,M,G,-,-,-,-,-,,,-,-,0,0,B,2006,VOLKSWAGEN,-,,,1 2,E,BB
7291,24886000,0,INTERSECTIONS,4635465,2010,20100223,750,A,2,0,MISSION ST,MINT ST,0,,Y,B,-,,,,N,2,0,1,2,-,-,N,G,B,D,A,-,-,A,D,,,-,- ,1,0,0,0,1,-,-,1,2,N,F,50,A,-,N,-,-,-,-,-,,35,21954,A,A,-,0,1,-,,-,N,,,1 2,E,BB
7292,24886000,0,INTERSECTIONS,5402837,2011,20111113,1218,B,7,0,MISSION ST,MINT ST,81,E,N,A,-,,,,Y,1,1,0,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,0,0,1,0,-,-,2,1,N,M,35,A,-,W,N,D,-,3,-,-,-,,,N,-,0,0,L,2001,OTHER - BUS,I,,,1 2,E,BB
7293,24886000,0,INTERSECTIONS,6049408,2012,20121023,101,,2,0,MISSION ST,MINT ST,0,,Y,B,-,,,,N,4,0,1,2,A,11,N,B,B,D,B,H,-,C,D,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,33,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7294,24886000,0,INTERSECTIONS,4812012,2010,20100726,1225,B,1,0,MISSION ST,MINT ALY,0,,Y,A,-,,,,N,3,0,2,3,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,2,0,0,2,-,-,1,1,Y,F,28,A,-,S,M,G,-,-,-,-,-,,,N,-,0,0,B,1992,TOYOTA,A,,,1 2,E,BB
7295,24886000,0,INTERSECTIONS,6049408,2012,20121023,101,,2,0,MISSION ST,MINT ST,0,,Y,B,-,,,,N,4,0,1,2,A,11,N,B,B,D,B,H,-,C,D,,,N,60,0,0,1,0,1,-,-,2,1,N,M,57,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,B,2009,TOYOTA,A,,,1 2,E,BB
7296,24886000,0,INTERSECTIONS,4812012,2010,20100726,1225,B,1,0,MISSION ST,MINT ALY,0,,Y,A,-,,,,N,3,0,2,3,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,2,0,0,2,-,-,2,2,N,F,54,A,-,E,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7297,24888000,0,INTERSECTIONS,4635477,2010,20100201,1345,B,1,0,5TH ST,STEVENSON ST,0,,Y,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,-,-,A,-,,,-,- ,0,0,1,0,1,-,-,1,1,Y,M,60,A,-,E,-,-,-,-,-,-,-,,,-,-,0,0,A,2006,PONTIAC,-,,,1 2,E,BB
7298,24888000,0,INTERSECTIONS,2699967,2006,20060615,2230,E,4,0,STEVENSON ST,5TH ST,330,W,N,A,-,,,,N,4,0,1,2,A,-,N,G,B,E,A,H,-,C,D,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,39,G,G,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
7299,24888000,0,INTERSECTIONS,4635477,2010,20100201,1345,B,1,0,5TH ST,STEVENSON ST,0,,Y,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,-,-,A,-,,,-,- ,0,0,1,0,1,-,-,2,2,N,M,48,-,,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
